,indicator,result
0,EMA100 / EMA200,-4.605
1,EMA100 / EMA300,-5.662000000000001
2,EMA100 / EMA400,-7.964
3,EMA100 / EMA500,-8.921
4,EMA100 / EMA600,-10.325
5,EMA100 / EMA700,-9.0
6,EMA100 / EMA800,-5.6370000000000005
7,EMA100 / EMA900,-8.655000000000003
8,EMA100 / EMA1000,-8.648
9,EMA100 / EMA1100,-7.919999999999999
10,EMA100 / EMA1200,-7.447999999999999
11,EMA100 / EMA1300,-7.529999999999999
12,EMA100 / EMA1400,-9.264
13,EMA100 / EMA1500,-8.645999999999999
14,EMA100 / EMA1600,-9.846
15,EMA100 / EMA1700,-10.646
16,EMA100 / EMA1800,-12.680000000000001
17,EMA100 / EMA1900,-9.886
18,EMA100 / EMA2000,-8.908999999999999
19,EMA100 / EMA2100,-8.274999999999999
20,EMA100 / EMA2200,-9.346000000000002
21,EMA100 / EMA2300,-9.266
22,EMA100 / EMA2400,-9.925999999999998
23,EMA100 / EMA2500,-7.989999999999998
24,EMA100 / EMA2600,-7.321
25,EMA100 / EMA2700,-4.116
26,EMA100 / EMA2800,-3.674999999999999
27,EMA100 / EMA2900,-5.557
28,EMA100 / EMA3000,-6.71
29,EMA100 / EMA3100,-6.761
30,EMA100 / EMA3200,-6.493999999999999
31,EMA100 / EMA3300,-6.02
32,EMA100 / EMA3400,-5.777
33,EMA100 / EMA3500,-5.588
34,EMA100 / EMA3600,-6.393
35,EMA100 / EMA3700,-5.957
36,EMA100 / EMA3800,-5.885
37,EMA100 / EMA3900,-6.8149999999999995
38,EMA100 / EMA4000,-7.236999999999999
39,EMA100 / EMA4100,-6.972
40,EMA100 / EMA4200,-7.741000000000001
41,EMA100 / EMA4300,-6.579
42,EMA100 / EMA4400,-5.988
43,EMA100 / EMA4500,-7.164
44,EMA100 / EMA4600,-5.3180000000000005
45,EMA100 / EMA4700,-5.8420000000000005
46,EMA100 / EMA4800,-4.959
47,EMA100 / EMA4900,-4.524
48,EMA100 / EMA5000,-4.666
49,EMA100 / EMA5100,-3.8619999999999997
50,EMA100 / EMA5200,-3.8850000000000002
51,EMA100 / EMA5300,-4.155
52,EMA100 / EMA5400,-3.4739999999999998
53,EMA100 / EMA5500,-3.6930000000000005
54,EMA100 / EMA5600,-3.2249999999999996
55,EMA100 / EMA5700,-2.9840000000000004
56,EMA100 / EMA5800,-2.8049999999999997
57,EMA100 / EMA5900,-2.506
58,EMA100 / EMA6000,-2.622
59,EMA100 / EMA6100,-3.04
60,EMA100 / EMA6200,-2.551
61,EMA100 / EMA6300,-3.746
62,EMA100 / EMA6400,-2.9669999999999996
63,EMA100 / EMA6500,-2.392
64,EMA100 / EMA6600,-2.6079999999999997
65,EMA100 / EMA6700,-2.923
66,EMA100 / EMA6800,-2.858
67,EMA100 / EMA6900,-1.4300000000000002
68,EMA100 / EMA7000,-1.54
69,EMA100 / EMA7100,-1.5870000000000002
70,EMA100 / EMA7200,-2.0869999999999997
71,EMA100 / EMA7300,-1.996
72,EMA100 / EMA7400,-1.891
73,EMA100 / EMA7500,-1.976
74,EMA100 / EMA7600,-2.175
75,EMA100 / EMA7700,-2.1879999999999997
76,EMA100 / EMA7800,-1.976
77,EMA100 / EMA7900,-1.7970000000000002
78,EMA100 / EMA8000,-1.76
79,EMA100 / EMA8100,-1.947
80,EMA100 / EMA8200,-1.8450000000000002
81,EMA100 / EMA8300,-1.826
82,EMA100 / EMA8400,-3.128
83,EMA100 / EMA8500,-3.885
84,EMA100 / EMA8600,-4.091
85,EMA100 / EMA8700,-3.2560000000000002
86,EMA100 / EMA8800,-3.975
87,EMA100 / EMA8900,-3.8340000000000005
88,EMA100 / EMA9000,-3.1369999999999996
89,EMA100 / EMA9100,-3.4560000000000004
90,EMA100 / EMA9200,-3.012
91,EMA100 / EMA9300,-3.77
92,EMA100 / EMA9400,-3.509
93,EMA100 / EMA9500,-3.049
94,EMA100 / EMA9600,-2.876
95,EMA100 / EMA9700,-2.79
96,EMA100 / EMA9800,-3.1689999999999996
97,EMA100 / EMA9900,-4.084
98,EMA100 / EMA10000,-3.5779999999999994
99,EMA200 / EMA300,-11.057999999999996
100,EMA200 / EMA400,-8.376999999999999
101,EMA200 / EMA500,-9.037
102,EMA200 / EMA600,-6.054999999999999
103,EMA200 / EMA700,-6.272999999999999
104,EMA200 / EMA800,-5.863000000000001
105,EMA200 / EMA900,-4.7620000000000005
106,EMA200 / EMA1000,-4.63
107,EMA200 / EMA1100,-5.619999999999999
108,EMA200 / EMA1200,-4.127999999999999
109,EMA200 / EMA1300,-4.664000000000001
110,EMA200 / EMA1400,-5.442000000000001
111,EMA200 / EMA1500,-5.379
112,EMA200 / EMA1600,-5.862
113,EMA200 / EMA1700,-6.04
114,EMA200 / EMA1800,-5.132000000000001
115,EMA200 / EMA1900,-6.564
116,EMA200 / EMA2000,-7.351000000000001
117,EMA200 / EMA2100,-6.7059999999999995
118,EMA200 / EMA2200,-4.6000000000000005
119,EMA200 / EMA2300,-5.686
120,EMA200 / EMA2400,-2.8449999999999998
121,EMA200 / EMA2500,-4.758000000000001
122,EMA200 / EMA2600,-4.744
123,EMA200 / EMA2700,-4.727
124,EMA200 / EMA2800,-3.901
125,EMA200 / EMA2900,-4.95
126,EMA200 / EMA3000,-4.696
127,EMA200 / EMA3100,-4.944000000000001
128,EMA200 / EMA3200,-4.760000000000001
129,EMA200 / EMA3300,-5.222999999999999
130,EMA200 / EMA3400,-5.051000000000001
131,EMA200 / EMA3500,-5.376
132,EMA200 / EMA3600,-4.566000000000001
133,EMA200 / EMA3700,-5.346
134,EMA200 / EMA3800,-5.938999999999999
135,EMA200 / EMA3900,-4.832999999999999
136,EMA200 / EMA4000,-4.032
137,EMA200 / EMA4100,-3.2350000000000003
138,EMA200 / EMA4200,-4.5809999999999995
139,EMA200 / EMA4300,-3.089
140,EMA200 / EMA4400,-1.2429999999999999
141,EMA200 / EMA4500,-2.084
142,EMA200 / EMA4600,-1.677
143,EMA200 / EMA4700,-1.7240000000000002
144,EMA200 / EMA4800,-1.28
145,EMA200 / EMA4900,-1.406
146,EMA200 / EMA5000,-1.8479999999999999
147,EMA200 / EMA5100,-2.008
148,EMA200 / EMA5200,-1.941
149,EMA200 / EMA5300,-2.215
150,EMA200 / EMA5400,-2.449
151,EMA200 / EMA5500,-2.082
152,EMA200 / EMA5600,-1.9
153,EMA200 / EMA5700,-2.226
154,EMA200 / EMA5800,-2.137
155,EMA200 / EMA5900,-1.5259999999999998
156,EMA200 / EMA6000,-1.7550000000000001
157,EMA200 / EMA6100,-1.653
158,EMA200 / EMA6200,-1.7469999999999999
159,EMA200 / EMA6300,-1.771
160,EMA200 / EMA6400,-1.987
161,EMA200 / EMA6500,-2.585
162,EMA200 / EMA6600,-2.387
163,EMA200 / EMA6700,-5.683999999999999
164,EMA200 / EMA6800,-3.5999999999999996
165,EMA200 / EMA6900,-3.28
166,EMA200 / EMA7000,-1.9100000000000001
167,EMA200 / EMA7100,-2.279
168,EMA200 / EMA7200,-2.635
169,EMA200 / EMA7300,-3.144
170,EMA200 / EMA7400,-2.689
171,EMA200 / EMA7500,-2.503
172,EMA200 / EMA7600,-2.532
173,EMA200 / EMA7700,-2.8
174,EMA200 / EMA7800,-2.356
175,EMA200 / EMA7900,-2.296
176,EMA200 / EMA8000,-2.373
177,EMA200 / EMA8100,-2.016
178,EMA200 / EMA8200,-2.459
179,EMA200 / EMA8300,-2.0700000000000003
180,EMA200 / EMA8400,-2.141
181,EMA200 / EMA8500,-3.148
182,EMA200 / EMA8600,-3.507
183,EMA200 / EMA8700,-2.287
184,EMA200 / EMA8800,-2.331
185,EMA200 / EMA8900,-2.724
186,EMA200 / EMA9000,-2.7960000000000003
187,EMA200 / EMA9100,-2.743
188,EMA200 / EMA9200,-2.9059999999999997
189,EMA200 / EMA9300,-3.056
190,EMA200 / EMA9400,-3.473
191,EMA200 / EMA9500,-3.3360000000000003
192,EMA200 / EMA9600,-3.143
193,EMA200 / EMA9700,-3.254
194,EMA200 / EMA9800,-2.669
195,EMA200 / EMA9900,-2.479
196,EMA200 / EMA10000,-2.592
197,EMA300 / EMA400,-8.635000000000002
198,EMA300 / EMA500,-8.145999999999999
199,EMA300 / EMA600,-5.8759999999999994
200,EMA300 / EMA700,-3.3960000000000004
201,EMA300 / EMA800,-3.812
202,EMA300 / EMA900,-1.502
203,EMA300 / EMA1000,-0.925
204,EMA300 / EMA1100,-0.5120000000000002
205,EMA300 / EMA1200,-1.647
206,EMA300 / EMA1300,-0.2899999999999998
207,EMA300 / EMA1400,1.8949999999999998
208,EMA300 / EMA1500,0.6519999999999998
209,EMA300 / EMA1600,1.185
210,EMA300 / EMA1700,0.4499999999999999
211,EMA300 / EMA1800,-0.9839999999999998
212,EMA300 / EMA1900,-1.369
213,EMA300 / EMA2000,-0.3800000000000001
214,EMA300 / EMA2100,-0.118
215,EMA300 / EMA2200,-1.6059999999999999
216,EMA300 / EMA2300,-2.335
217,EMA300 / EMA2400,-2.1170000000000004
218,EMA300 / EMA2500,-2.4930000000000003
219,EMA300 / EMA2600,-3.987
220,EMA300 / EMA2700,-3.7790000000000004
221,EMA300 / EMA2800,-4.023000000000001
222,EMA300 / EMA2900,-3.637
223,EMA300 / EMA3000,-4.601
224,EMA300 / EMA3100,-5.0
225,EMA300 / EMA3200,-4.028
226,EMA300 / EMA3300,-4.103000000000001
227,EMA300 / EMA3400,-3.9479999999999995
228,EMA300 / EMA3500,-3.3890000000000002
229,EMA300 / EMA3600,-2.689
230,EMA300 / EMA3700,-1.9900000000000002
231,EMA300 / EMA3800,-2.697
232,EMA300 / EMA3900,-0.651
233,EMA300 / EMA4000,-0.44999999999999996
234,EMA300 / EMA4100,-0.5780000000000001
235,EMA300 / EMA4200,-0.821
236,EMA300 / EMA4300,-0.954
237,EMA300 / EMA4400,-1.145
238,EMA300 / EMA4500,-0.838
239,EMA300 / EMA4600,-0.9390000000000001
240,EMA300 / EMA4700,-1.181
241,EMA300 / EMA4800,-1.8239999999999998
242,EMA300 / EMA4900,-1.472
243,EMA300 / EMA5000,-1.929
244,EMA300 / EMA5100,-2.088
245,EMA300 / EMA5200,-2.349
246,EMA300 / EMA5300,-1.8499999999999999
247,EMA300 / EMA5400,-1.638
248,EMA300 / EMA5500,-2.551
249,EMA300 / EMA5600,-2.635
250,EMA300 / EMA5700,-2.868
251,EMA300 / EMA5800,-3.0309999999999997
252,EMA300 / EMA5900,-3.194
253,EMA300 / EMA6000,-3.5489999999999995
254,EMA300 / EMA6100,-3.503
255,EMA300 / EMA6200,-3.177
256,EMA300 / EMA6300,-3.314
257,EMA300 / EMA6400,-3.144
258,EMA300 / EMA6500,-3.646
259,EMA300 / EMA6600,-3.097
260,EMA300 / EMA6700,-2.964
261,EMA300 / EMA6800,-3.08
262,EMA300 / EMA6900,-2.6630000000000003
263,EMA300 / EMA7000,-3.094
264,EMA300 / EMA7100,-3.2220000000000004
265,EMA300 / EMA7200,-3.265
266,EMA300 / EMA7300,-2.406
267,EMA300 / EMA7400,-2.115
268,EMA300 / EMA7500,-1.045
269,EMA300 / EMA7600,-2.038
270,EMA300 / EMA7700,-1.291
271,EMA300 / EMA7800,-1.709
272,EMA300 / EMA7900,-1.992
273,EMA300 / EMA8000,-2.089
274,EMA300 / EMA8100,-2.3970000000000002
275,EMA300 / EMA8200,-2.706
276,EMA300 / EMA8300,-2.842
277,EMA300 / EMA8400,-2.702
278,EMA300 / EMA8500,-2.804
279,EMA300 / EMA8600,-3.041
280,EMA300 / EMA8700,-2.924
281,EMA300 / EMA8800,-2.738
282,EMA300 / EMA8900,-2.402
283,EMA300 / EMA9000,-2.3339999999999996
284,EMA300 / EMA9100,-2.88
285,EMA300 / EMA9200,-3.1559999999999997
286,EMA300 / EMA9300,-2.878
287,EMA300 / EMA9400,-2.928
288,EMA300 / EMA9500,-3.2329999999999997
289,EMA300 / EMA9600,-3.512
290,EMA300 / EMA9700,-3.647
291,EMA300 / EMA9800,-4.1080000000000005
292,EMA300 / EMA9900,-3.848
293,EMA300 / EMA10000,-4.423
294,EMA400 / EMA500,-4.305999999999999
295,EMA400 / EMA600,-2.3089999999999997
296,EMA400 / EMA700,0.5130000000000003
297,EMA400 / EMA800,0.9740000000000002
298,EMA400 / EMA900,-1.169
299,EMA400 / EMA1000,-1.595
300,EMA400 / EMA1100,2.043
301,EMA400 / EMA1200,1.349
302,EMA400 / EMA1300,0.669
303,EMA400 / EMA1400,1.4439999999999997
304,EMA400 / EMA1500,1.2670000000000001
305,EMA400 / EMA1600,1.6790000000000003
306,EMA400 / EMA1700,-0.7090000000000001
307,EMA400 / EMA1800,0.19200000000000028
308,EMA400 / EMA1900,-1.125
309,EMA400 / EMA2000,-0.28700000000000003
310,EMA400 / EMA2100,0.47
311,EMA400 / EMA2200,-1.087
312,EMA400 / EMA2300,-1.108
313,EMA400 / EMA2400,-3.745
314,EMA400 / EMA2500,-3.8549999999999995
315,EMA400 / EMA2600,-3.7169999999999996
316,EMA400 / EMA2700,-4.433000000000001
317,EMA400 / EMA2800,-4.71
318,EMA400 / EMA2900,-3.003
319,EMA400 / EMA3000,-3.6670000000000007
320,EMA400 / EMA3100,-3.7550000000000003
321,EMA400 / EMA3200,-2.928
322,EMA400 / EMA3300,-2.9720000000000004
323,EMA400 / EMA3400,-3.554
324,EMA400 / EMA3500,-0.64
325,EMA400 / EMA3600,-0.697
326,EMA400 / EMA3700,-0.45099999999999996
327,EMA400 / EMA3800,-0.659
328,EMA400 / EMA3900,-0.841
329,EMA400 / EMA4000,-0.592
330,EMA400 / EMA4100,-0.845
331,EMA400 / EMA4200,-1.76
332,EMA400 / EMA4300,-1.299
333,EMA400 / EMA4400,-1.483
334,EMA400 / EMA4500,-1.542
335,EMA400 / EMA4600,-1.91
336,EMA400 / EMA4700,-2.2329999999999997
337,EMA400 / EMA4800,-2.437
338,EMA400 / EMA4900,-2.534
339,EMA400 / EMA5000,-2.194
340,EMA400 / EMA5100,-1.959
341,EMA400 / EMA5200,-2.667
342,EMA400 / EMA5300,-2.496
343,EMA400 / EMA5400,-2.568
344,EMA400 / EMA5500,-2.565
345,EMA400 / EMA5600,-2.939
346,EMA400 / EMA5700,-2.799
347,EMA400 / EMA5800,-2.766
348,EMA400 / EMA5900,-3.625
349,EMA400 / EMA6000,-3.5949999999999998
350,EMA400 / EMA6100,-3.3229999999999995
351,EMA400 / EMA6200,-3.332
352,EMA400 / EMA6300,-3.843
353,EMA400 / EMA6400,-3.9160000000000004
354,EMA400 / EMA6500,-3.848
355,EMA400 / EMA6600,-3.714
356,EMA400 / EMA6700,-3.273
357,EMA400 / EMA6800,-3.385
358,EMA400 / EMA6900,-3.028
359,EMA400 / EMA7000,-2.577
360,EMA400 / EMA7100,-2.747
361,EMA400 / EMA7200,-1.876
362,EMA400 / EMA7300,-2.105
363,EMA400 / EMA7400,-2.311
364,EMA400 / EMA7500,-2.2199999999999998
365,EMA400 / EMA7600,-2.527
366,EMA400 / EMA7700,-3.2880000000000003
367,EMA400 / EMA7800,-2.957
368,EMA400 / EMA7900,-1.608
369,EMA400 / EMA8000,-1.862
370,EMA400 / EMA8100,-2.3810000000000002
371,EMA400 / EMA8200,-2.186
372,EMA400 / EMA8300,-2.8440000000000003
373,EMA400 / EMA8400,-3.158
374,EMA400 / EMA8500,-3.137
375,EMA400 / EMA8600,-3.4589999999999996
376,EMA400 / EMA8700,-3.508
377,EMA400 / EMA8800,-3.657
378,EMA400 / EMA8900,-3.5069999999999997
379,EMA400 / EMA9000,-3.354
380,EMA400 / EMA9100,-3.808
381,EMA400 / EMA9200,-3.607
382,EMA400 / EMA9300,-3.354
383,EMA400 / EMA9400,-3.8339999999999996
384,EMA400 / EMA9500,-4.211
385,EMA400 / EMA9600,-4.505
386,EMA400 / EMA9700,-4.1419999999999995
387,EMA400 / EMA9800,-4.705
388,EMA400 / EMA9900,-4.688
389,EMA400 / EMA10000,-4.766
390,EMA500 / EMA600,0.3370000000000004
391,EMA500 / EMA700,0.9700000000000002
392,EMA500 / EMA800,-1.323
393,EMA500 / EMA900,1.2639999999999998
394,EMA500 / EMA1000,1.945
395,EMA500 / EMA1100,0.2789999999999999
396,EMA500 / EMA1200,0.9949999999999999
397,EMA500 / EMA1300,1.2140000000000002
398,EMA500 / EMA1400,1.2879999999999998
399,EMA500 / EMA1500,1.463
400,EMA500 / EMA1600,1.8590000000000002
401,EMA500 / EMA1700,-0.6779999999999999
402,EMA500 / EMA1800,-3.4210000000000003
403,EMA500 / EMA1900,-0.20200000000000007
404,EMA500 / EMA2000,-0.5389999999999998
405,EMA500 / EMA2100,-1.8090000000000002
406,EMA500 / EMA2200,-2.004
407,EMA500 / EMA2300,-1.669
408,EMA500 / EMA2400,-3.362
409,EMA500 / EMA2500,-3.125
410,EMA500 / EMA2600,-3.2820000000000005
411,EMA500 / EMA2700,-3.981
412,EMA500 / EMA2800,-2.8200000000000003
413,EMA500 / EMA2900,-3.1270000000000002
414,EMA500 / EMA3000,-2.739
415,EMA500 / EMA3100,-2.037
416,EMA500 / EMA3200,-0.6679999999999999
417,EMA500 / EMA3300,-0.49500000000000005
418,EMA500 / EMA3400,-0.544
419,EMA500 / EMA3500,-0.272
420,EMA500 / EMA3600,-0.14600000000000002
421,EMA500 / EMA3700,-0.11399999999999999
422,EMA500 / EMA3800,-0.398
423,EMA500 / EMA3900,-0.229
424,EMA500 / EMA4000,-1.165
425,EMA500 / EMA4100,-1.0310000000000001
426,EMA500 / EMA4200,-1.225
427,EMA500 / EMA4300,-1.483
428,EMA500 / EMA4400,-1.808
429,EMA500 / EMA4500,-2.431
430,EMA500 / EMA4600,-2.307
431,EMA500 / EMA4700,-2.076
432,EMA500 / EMA4800,-2.366
433,EMA500 / EMA4900,-2.324
434,EMA500 / EMA5000,-2.8739999999999997
435,EMA500 / EMA5100,-3.1449999999999996
436,EMA500 / EMA5200,-3.54
437,EMA500 / EMA5300,-3.001
438,EMA500 / EMA5400,-3.1050000000000004
439,EMA500 / EMA5500,-3.7329999999999997
440,EMA500 / EMA5600,-3.4499999999999997
441,EMA500 / EMA5700,-3.189
442,EMA500 / EMA5800,-3.551
443,EMA500 / EMA5900,-3.493
444,EMA500 / EMA6000,-3.566
445,EMA500 / EMA6100,-3.041
446,EMA500 / EMA6200,-3.2800000000000002
447,EMA500 / EMA6300,-2.9930000000000003
448,EMA500 / EMA6400,-2.7409999999999997
449,EMA500 / EMA6500,-2.586
450,EMA500 / EMA6600,-2.299
451,EMA500 / EMA6700,-3.089
452,EMA500 / EMA6800,-3.189
453,EMA500 / EMA6900,-3.367
454,EMA500 / EMA7000,-2.9619999999999997
455,EMA500 / EMA7100,-3.269
456,EMA500 / EMA7200,-3.684
457,EMA500 / EMA7300,-3.599
458,EMA500 / EMA7400,-3.632
459,EMA500 / EMA7500,-2.933
460,EMA500 / EMA7600,-3.247
461,EMA500 / EMA7700,-3.117
462,EMA500 / EMA7800,-3.445
463,EMA500 / EMA7900,-3.757
464,EMA500 / EMA8000,-3.86
465,EMA500 / EMA8100,-3.577
466,EMA500 / EMA8200,-2.0309999999999997
467,EMA500 / EMA8300,-2.387
468,EMA500 / EMA8400,-3.697
469,EMA500 / EMA8500,-2.787
470,EMA500 / EMA8600,-3.8499999999999996
471,EMA500 / EMA8700,-4.117
472,EMA500 / EMA8800,-4.559
473,EMA500 / EMA8900,-4.834
474,EMA500 / EMA9000,-4.707
475,EMA500 / EMA9100,-4.877000000000001
476,EMA500 / EMA9200,-4.807
477,EMA500 / EMA9300,-4.2829999999999995
478,EMA500 / EMA9400,-3.67
479,EMA500 / EMA9500,-3.394
480,EMA500 / EMA9600,-3.887
481,EMA500 / EMA9700,-3.826
482,EMA500 / EMA9800,-4.251
483,EMA500 / EMA9900,-4.265
484,EMA500 / EMA10000,-4.92
485,EMA600 / EMA700,-0.4760000000000002
486,EMA600 / EMA800,1.3180000000000005
487,EMA600 / EMA900,0.7020000000000003
488,EMA600 / EMA1000,1.116
489,EMA600 / EMA1100,1.746
490,EMA600 / EMA1200,1.0810000000000002
491,EMA600 / EMA1300,1.044
492,EMA600 / EMA1400,1.1829999999999998
493,EMA600 / EMA1500,0.40800000000000003
494,EMA600 / EMA1600,-1.2379999999999998
495,EMA600 / EMA1700,-2.623
496,EMA600 / EMA1800,-0.5480000000000002
497,EMA600 / EMA1900,-2.192
498,EMA600 / EMA2000,-1.504
499,EMA600 / EMA2100,-1.645
500,EMA600 / EMA2200,-0.954
501,EMA600 / EMA2300,-0.8780000000000001
502,EMA600 / EMA2400,-3.449
503,EMA600 / EMA2500,-2.367
504,EMA600 / EMA2600,-4.252
505,EMA600 / EMA2700,-4.396
506,EMA600 / EMA2800,-3.56
507,EMA600 / EMA2900,-2.064
508,EMA600 / EMA3000,-1.7109999999999999
509,EMA600 / EMA3100,-1.854
510,EMA600 / EMA3200,-1.7879999999999998
511,EMA600 / EMA3300,-2.004
512,EMA600 / EMA3400,-1.6179999999999999
513,EMA600 / EMA3500,-1.7400000000000002
514,EMA600 / EMA3600,-1.811
515,EMA600 / EMA3700,-1.371
516,EMA600 / EMA3800,-2.338
517,EMA600 / EMA3900,-2.3770000000000002
518,EMA600 / EMA4000,-1.383
519,EMA600 / EMA4100,-1.4489999999999998
520,EMA600 / EMA4200,-1.67
521,EMA600 / EMA4300,-2.3689999999999998
522,EMA600 / EMA4400,-2.057
523,EMA600 / EMA4500,-1.967
524,EMA600 / EMA4600,-1.7029999999999998
525,EMA600 / EMA4700,-2.316
526,EMA600 / EMA4800,-2.614
527,EMA600 / EMA4900,-2.985
528,EMA600 / EMA5000,-3.054
529,EMA600 / EMA5100,-3.186
530,EMA600 / EMA5200,-3.62
531,EMA600 / EMA5300,-3.551
532,EMA600 / EMA5400,-3.215
533,EMA600 / EMA5500,-3.787
534,EMA600 / EMA5600,-3.5380000000000003
535,EMA600 / EMA5700,-3.096
536,EMA600 / EMA5800,-3.215
537,EMA600 / EMA5900,-3.125
538,EMA600 / EMA6000,-2.5149999999999997
539,EMA600 / EMA6100,-2.439
540,EMA600 / EMA6200,-2.193
541,EMA600 / EMA6300,-2.399
542,EMA600 / EMA6400,-2.786
543,EMA600 / EMA6500,-2.907
544,EMA600 / EMA6600,-2.706
545,EMA600 / EMA6700,-3.3360000000000003
546,EMA600 / EMA6800,-3.136
547,EMA600 / EMA6900,-3.23
548,EMA600 / EMA7000,-4.061
549,EMA600 / EMA7100,-3.978
550,EMA600 / EMA7200,-4.232
551,EMA600 / EMA7300,-4.255
552,EMA600 / EMA7400,-4.593
553,EMA600 / EMA7500,-4.143000000000001
554,EMA600 / EMA7600,-4.422000000000001
555,EMA600 / EMA7700,-3.322
556,EMA600 / EMA7800,-3.722
557,EMA600 / EMA7900,-3.6109999999999998
558,EMA600 / EMA8000,-4.321
559,EMA600 / EMA8100,-4.684
560,EMA600 / EMA8200,-4.535
561,EMA600 / EMA8300,-3.256
562,EMA600 / EMA8400,-3.403
563,EMA600 / EMA8500,-4.214
564,EMA600 / EMA8600,-4.559
565,EMA600 / EMA8700,-4.328
566,EMA600 / EMA8800,-4.167
567,EMA600 / EMA8900,-4.307
568,EMA600 / EMA9000,-4.115
569,EMA600 / EMA9100,-4.362
570,EMA600 / EMA9200,-3.8520000000000003
571,EMA600 / EMA9300,-4.087
572,EMA600 / EMA9400,-4.186
573,EMA600 / EMA9500,-4.452
574,EMA600 / EMA9600,-4.746
575,EMA600 / EMA9700,-4.868
576,EMA600 / EMA9800,-5.105
577,EMA600 / EMA9900,-4.757
578,EMA600 / EMA10000,-4.22
579,EMA700 / EMA800,0.7080000000000003
580,EMA700 / EMA900,1.3259999999999998
581,EMA700 / EMA1000,1.318
582,EMA700 / EMA1100,1.27
583,EMA700 / EMA1200,0.939
584,EMA700 / EMA1300,0.8789999999999999
585,EMA700 / EMA1400,-0.07099999999999973
586,EMA700 / EMA1500,-0.9160000000000001
587,EMA700 / EMA1600,-1.6389999999999998
588,EMA700 / EMA1700,-0.6159999999999999
589,EMA700 / EMA1800,-1.443
590,EMA700 / EMA1900,-0.761
591,EMA700 / EMA2000,-0.865
592,EMA700 / EMA2100,-1.06
593,EMA700 / EMA2200,-0.11499999999999999
594,EMA700 / EMA2300,-4.547999999999999
595,EMA700 / EMA2400,-3.0220000000000002
596,EMA700 / EMA2500,-2.409
597,EMA700 / EMA2600,-3.1959999999999997
598,EMA700 / EMA2700,-1.6660000000000001
599,EMA700 / EMA2800,-1.217
600,EMA700 / EMA2900,-1.123
601,EMA700 / EMA3000,-1.182
602,EMA700 / EMA3100,-1.326
603,EMA700 / EMA3200,-0.8350000000000001
604,EMA700 / EMA3300,-0.8330000000000001
605,EMA700 / EMA3400,-1.5
606,EMA700 / EMA3500,-1.377
607,EMA700 / EMA3600,-1.107
608,EMA700 / EMA3700,-2.2489999999999997
609,EMA700 / EMA3800,-1.9500000000000002
610,EMA700 / EMA3900,-2.363
611,EMA700 / EMA4000,-2.56
612,EMA700 / EMA4100,-2.378
613,EMA700 / EMA4200,-3.332
614,EMA700 / EMA4300,-3.8969999999999994
615,EMA700 / EMA4400,-2.109
616,EMA700 / EMA4500,-3.1020000000000003
617,EMA700 / EMA4600,-3.108
618,EMA700 / EMA4700,-2.802
619,EMA700 / EMA4800,-3.3
620,EMA700 / EMA4900,-3.294
621,EMA700 / EMA5000,-3.314
622,EMA700 / EMA5100,-3.2430000000000003
623,EMA700 / EMA5200,-3.2089999999999996
624,EMA700 / EMA5300,-2.979
625,EMA700 / EMA5400,-3.4
626,EMA700 / EMA5500,-3.0220000000000002
627,EMA700 / EMA5600,-2.472
628,EMA700 / EMA5700,-3.035
629,EMA700 / EMA5800,-2.585
630,EMA700 / EMA5900,-2.81
631,EMA700 / EMA6000,-3.1029999999999998
632,EMA700 / EMA6100,-3.2670000000000003
633,EMA700 / EMA6200,-2.888
634,EMA700 / EMA6300,-2.9059999999999997
635,EMA700 / EMA6400,-3.292
636,EMA700 / EMA6500,-3.3200000000000003
637,EMA700 / EMA6600,-3.4749999999999996
638,EMA700 / EMA6700,-3.5
639,EMA700 / EMA6800,-3.912
640,EMA700 / EMA6900,-4.0280000000000005
641,EMA700 / EMA7000,-4.319
642,EMA700 / EMA7100,-4.1530000000000005
643,EMA700 / EMA7200,-4.5120000000000005
644,EMA700 / EMA7300,-4.212
645,EMA700 / EMA7400,-4.808
646,EMA700 / EMA7500,-5.056
647,EMA700 / EMA7600,-5.035
648,EMA700 / EMA7700,-4.911
649,EMA700 / EMA7800,-4.862
650,EMA700 / EMA7900,-4.922
651,EMA700 / EMA8000,-5.099
652,EMA700 / EMA8100,-4.732
653,EMA700 / EMA8200,-3.129
654,EMA700 / EMA8300,-3.093
655,EMA700 / EMA8400,-4.2669999999999995
656,EMA700 / EMA8500,-4.263
657,EMA700 / EMA8600,-4.2490000000000006
658,EMA700 / EMA8700,-4.785
659,EMA700 / EMA8800,-4.691
660,EMA700 / EMA8900,-4.782
661,EMA700 / EMA9000,-4.734999999999999
662,EMA700 / EMA9100,-4.17
663,EMA700 / EMA9200,-4.213
664,EMA700 / EMA9300,-4.133
665,EMA700 / EMA9400,-4.534000000000001
666,EMA700 / EMA9500,-4.2059999999999995
667,EMA700 / EMA9600,-3.87
668,EMA700 / EMA9700,-3.541
669,EMA700 / EMA9800,-4.382
670,EMA700 / EMA9900,-3.2439999999999998
671,EMA700 / EMA10000,-2.999
672,EMA800 / EMA900,0.9829999999999999
673,EMA800 / EMA1000,1.224
674,EMA800 / EMA1100,0.07700000000000018
675,EMA800 / EMA1200,0.6770000000000002
676,EMA800 / EMA1300,-0.17899999999999983
677,EMA800 / EMA1400,-2.239
678,EMA800 / EMA1500,-0.8710000000000002
