,indicator,result
3171,EMA4000 / EMA9200,0.0
3172,EMA4000 / EMA9300,0.0
3173,EMA4000 / EMA9400,0.0
3174,EMA4000 / EMA9500,0.0
3175,EMA4000 / EMA9600,0.0
3176,EMA4000 / EMA9700,0.0
3177,EMA4000 / EMA9800,0.0
3178,EMA4000 / EMA9900,0.0
3179,EMA4000 / EMA10000,0.0
3180,EMA4100 / EMA4200,0.0
3181,EMA4100 / EMA4300,0.0
3182,EMA4100 / EMA4400,0.0
3183,EMA4100 / EMA4500,0.0
3184,EMA4100 / EMA4600,0.0
3185,EMA4100 / EMA4700,0.0
3186,EMA4100 / EMA4800,0.0
3187,EMA4100 / EMA4900,0.0
3188,EMA4100 / EMA5000,0.0
3189,EMA4100 / EMA5100,0.0
3190,EMA4100 / EMA5200,0.0
3191,EMA4100 / EMA5300,0.0
3192,EMA4100 / EMA5400,0.0
3193,EMA4100 / EMA5500,0.0
3194,EMA4100 / EMA5600,0.0
3195,EMA4100 / EMA5700,0.0
3196,EMA4100 / EMA5800,0.0
3197,EMA4100 / EMA5900,0.0
3198,EMA4100 / EMA6000,0.0
3199,EMA4100 / EMA6100,0.0
3200,EMA4100 / EMA6200,0.0
3201,EMA4100 / EMA6300,0.0
3202,EMA4100 / EMA6400,0.0
3203,EMA4100 / EMA6500,0.0
3204,EMA4100 / EMA6600,0.0
3205,EMA4100 / EMA6700,0.0
3206,EMA4100 / EMA6800,0.0
3207,EMA4100 / EMA6900,0.0
3208,EMA4100 / EMA7000,0.0
3209,EMA4100 / EMA7100,0.0
3210,EMA4100 / EMA7200,0.0
3211,EMA4100 / EMA7300,0.0
3212,EMA4100 / EMA7400,0.0
3213,EMA4100 / EMA7500,0.0
3214,EMA4100 / EMA7600,0.0
3215,EMA4100 / EMA7700,0.0
3216,EMA4100 / EMA7800,0.0
3217,EMA4100 / EMA7900,0.0
3218,EMA4100 / EMA8000,0.0
3219,EMA4100 / EMA8100,0.0
3220,EMA4100 / EMA8200,0.0
3221,EMA4100 / EMA8300,0.0
3222,EMA4100 / EMA8400,0.0
3223,EMA4100 / EMA8500,0.0
3224,EMA4100 / EMA8600,0.0
3225,EMA4100 / EMA8700,0.0
3226,EMA4100 / EMA8800,0.0
3227,EMA4100 / EMA8900,0.0
3228,EMA4100 / EMA9000,0.0
3229,EMA4100 / EMA9100,0.0
3230,EMA4100 / EMA9200,0.0
3231,EMA4100 / EMA9300,0.0
3232,EMA4100 / EMA9400,0.0
3233,EMA4100 / EMA9500,0.0
3234,EMA4100 / EMA9600,0.0
3235,EMA4100 / EMA9700,0.0
3236,EMA4100 / EMA9800,0.0
3237,EMA4100 / EMA9900,0.0
3238,EMA4100 / EMA10000,0.0
3239,EMA4200 / EMA4300,0.0
3240,EMA4200 / EMA4400,0.0
3241,EMA4200 / EMA4500,0.0
3242,EMA4200 / EMA4600,0.0
3243,EMA4200 / EMA4700,0.0
3244,EMA4200 / EMA4800,0.0
3245,EMA4200 / EMA4900,0.0
3246,EMA4200 / EMA5000,0.0
3247,EMA4200 / EMA5100,0.0
3248,EMA4200 / EMA5200,0.0
3249,EMA4200 / EMA5300,0.0
3250,EMA4200 / EMA5400,0.0
3251,EMA4200 / EMA5500,0.0
3252,EMA4200 / EMA5600,0.0
3253,EMA4200 / EMA5700,0.0
3254,EMA4200 / EMA5800,0.0
3255,EMA4200 / EMA5900,0.0
3256,EMA4200 / EMA6000,0.0
3257,EMA4200 / EMA6100,0.0
3258,EMA4200 / EMA6200,0.0
3259,EMA4200 / EMA6300,0.0
3260,EMA4200 / EMA6400,0.0
3261,EMA4200 / EMA6500,0.0
3262,EMA4200 / EMA6600,0.0
3263,EMA4200 / EMA6700,0.0
3264,EMA4200 / EMA6800,0.0
3265,EMA4200 / EMA6900,0.0
3266,EMA4200 / EMA7000,0.0
3267,EMA4200 / EMA7100,0.0
3268,EMA4200 / EMA7200,0.0
3269,EMA4200 / EMA7300,0.0
3270,EMA4200 / EMA7400,0.0
3271,EMA4200 / EMA7500,0.0
3272,EMA4200 / EMA7600,0.0
3273,EMA4200 / EMA7700,0.0
3274,EMA4200 / EMA7800,0.0
3275,EMA4200 / EMA7900,0.0
3276,EMA4200 / EMA8000,0.0
3277,EMA4200 / EMA8100,0.0
3278,EMA4200 / EMA8200,0.0
3279,EMA4200 / EMA8300,0.0
3280,EMA4200 / EMA8400,0.0
3281,EMA4200 / EMA8500,0.0
3282,EMA4200 / EMA8600,0.0
3283,EMA4200 / EMA8700,0.0
3284,EMA4200 / EMA8800,0.0
3285,EMA4200 / EMA8900,0.0
3286,EMA4200 / EMA9000,0.0
3287,EMA4200 / EMA9100,0.0
3288,EMA4200 / EMA9200,0.0
3289,EMA4200 / EMA9300,0.0
3290,EMA4200 / EMA9400,0.0
3291,EMA4200 / EMA9500,0.0
3292,EMA4200 / EMA9600,0.0
3293,EMA4200 / EMA9700,0.0
3294,EMA4200 / EMA9800,0.0
3295,EMA4200 / EMA9900,0.0
3296,EMA4200 / EMA10000,0.0
3297,EMA4300 / EMA4400,0.0
3298,EMA4300 / EMA4500,0.0
3299,EMA4300 / EMA4600,0.0
3300,EMA4300 / EMA4700,0.0
3301,EMA4300 / EMA4800,0.0
3302,EMA4300 / EMA4900,0.0
3303,EMA4300 / EMA5000,0.0
3304,EMA4300 / EMA5100,0.0
3305,EMA4300 / EMA5200,0.0
3306,EMA4300 / EMA5300,0.0
3307,EMA4300 / EMA5400,0.0
3308,EMA4300 / EMA5500,0.0
3309,EMA4300 / EMA5600,0.0
3310,EMA4300 / EMA5700,0.0
3311,EMA4300 / EMA5800,0.0
3312,EMA4300 / EMA5900,0.0
3313,EMA4300 / EMA6000,0.0
3314,EMA4300 / EMA6100,0.0
3315,EMA4300 / EMA6200,0.0
3316,EMA4300 / EMA6300,0.0
3317,EMA4300 / EMA6400,0.0
3318,EMA4300 / EMA6500,0.0
3319,EMA4300 / EMA6600,0.0
3320,EMA4300 / EMA6700,0.0
3321,EMA4300 / EMA6800,0.0
3322,EMA4300 / EMA6900,0.0
3323,EMA4300 / EMA7000,0.0
3324,EMA4300 / EMA7100,0.0
3325,EMA4300 / EMA7200,0.0
3326,EMA4300 / EMA7300,0.0
3327,EMA4300 / EMA7400,0.0
3328,EMA4300 / EMA7500,0.0
3329,EMA4300 / EMA7600,0.0
3330,EMA4300 / EMA7700,0.0
3331,EMA4300 / EMA7800,0.0
3332,EMA4300 / EMA7900,0.0
3333,EMA4300 / EMA8000,0.0
3334,EMA4300 / EMA8100,0.0
3335,EMA4300 / EMA8200,0.0
3336,EMA4300 / EMA8300,0.0
3337,EMA4300 / EMA8400,0.0
3338,EMA4300 / EMA8500,0.0
3339,EMA4300 / EMA8600,0.0
3340,EMA4300 / EMA8700,0.0
3341,EMA4300 / EMA8800,0.0
3342,EMA4300 / EMA8900,0.0
3343,EMA4300 / EMA9000,0.0
3344,EMA4300 / EMA9100,0.0
3345,EMA4300 / EMA9200,0.0
3346,EMA4300 / EMA9300,0.0
3347,EMA4300 / EMA9400,0.0
3348,EMA4300 / EMA9500,0.0
3349,EMA4300 / EMA9600,0.0
3350,EMA4300 / EMA9700,0.0
3351,EMA4300 / EMA9800,0.0
3352,EMA4300 / EMA9900,0.0
3353,EMA4300 / EMA10000,0.0
3354,EMA4400 / EMA4500,0.0
3355,EMA4400 / EMA4600,0.0
3356,EMA4400 / EMA4700,0.0
3357,EMA4400 / EMA4800,0.0
3358,EMA4400 / EMA4900,0.0
3359,EMA4400 / EMA5000,0.0
3360,EMA4400 / EMA5100,0.0
3361,EMA4400 / EMA5200,0.0
3362,EMA4400 / EMA5300,0.0
3363,EMA4400 / EMA5400,0.0
3364,EMA4400 / EMA5500,0.0
3365,EMA4400 / EMA5600,0.0
3366,EMA4400 / EMA5700,0.0
3367,EMA4400 / EMA5800,0.0
3368,EMA4400 / EMA5900,0.0
3369,EMA4400 / EMA6000,0.0
3370,EMA4400 / EMA6100,0.0
3371,EMA4400 / EMA6200,0.0
3372,EMA4400 / EMA6300,0.0
3373,EMA4400 / EMA6400,0.0
3374,EMA4400 / EMA6500,0.0
3375,EMA4400 / EMA6600,0.0
3376,EMA4400 / EMA6700,0.0
3377,EMA4400 / EMA6800,0.0
3378,EMA4400 / EMA6900,0.0
3379,EMA4400 / EMA7000,0.0
3380,EMA4400 / EMA7100,0.0
3381,EMA4400 / EMA7200,0.0
3382,EMA4400 / EMA7300,0.0
3383,EMA4400 / EMA7400,0.0
3384,EMA4400 / EMA7500,0.0
3385,EMA4400 / EMA7600,0.0
3386,EMA4400 / EMA7700,0.0
3387,EMA4400 / EMA7800,0.0
3388,EMA4400 / EMA7900,0.0
3389,EMA4400 / EMA8000,0.0
3390,EMA4400 / EMA8100,0.0
3391,EMA4400 / EMA8200,0.0
3392,EMA4400 / EMA8300,0.0
3393,EMA4400 / EMA8400,0.0
3394,EMA4400 / EMA8500,0.0
3395,EMA4400 / EMA8600,0.0
3396,EMA4400 / EMA8700,0.0
3397,EMA4400 / EMA8800,0.0
3398,EMA4400 / EMA8900,0.0
3399,EMA4400 / EMA9000,0.0
3400,EMA4400 / EMA9100,0.0
3401,EMA4400 / EMA9200,0.0
3402,EMA4400 / EMA9300,0.0
3403,EMA4400 / EMA9400,0.0
3404,EMA4400 / EMA9500,0.0
3405,EMA4400 / EMA9600,0.0
3406,EMA4400 / EMA9700,0.0
3407,EMA4400 / EMA9800,0.0
3408,EMA4400 / EMA9900,0.0
3409,EMA4400 / EMA10000,0.0
3410,EMA4500 / EMA4600,0.0
3411,EMA4500 / EMA4700,0.0
3412,EMA4500 / EMA4800,0.0
3413,EMA4500 / EMA4900,0.0
3414,EMA4500 / EMA5000,0.0
3415,EMA4500 / EMA5100,0.0
3416,EMA4500 / EMA5200,0.0
3417,EMA4500 / EMA5300,0.0
3418,EMA4500 / EMA5400,0.0
3419,EMA4500 / EMA5500,0.0
3420,EMA4500 / EMA5600,0.0
3421,EMA4500 / EMA5700,0.0
3422,EMA4500 / EMA5800,0.0
3423,EMA4500 / EMA5900,0.0
3424,EMA4500 / EMA6000,0.0
3425,EMA4500 / EMA6100,0.0
3426,EMA4500 / EMA6200,0.0
3427,EMA4500 / EMA6300,0.0
3428,EMA4500 / EMA6400,0.0
3429,EMA4500 / EMA6500,0.0
3430,EMA4500 / EMA6600,0.0
3431,EMA4500 / EMA6700,0.0
3432,EMA4500 / EMA6800,0.0
3433,EMA4500 / EMA6900,0.0
3434,EMA4500 / EMA7000,0.0
3435,EMA4500 / EMA7100,0.0
3436,EMA4500 / EMA7200,0.0
3437,EMA4500 / EMA7300,0.0
3438,EMA4500 / EMA7400,0.0
3439,EMA4500 / EMA7500,0.0
3440,EMA4500 / EMA7600,0.0
3441,EMA4500 / EMA7700,0.0
3442,EMA4500 / EMA7800,0.0
3443,EMA4500 / EMA7900,0.0
3444,EMA4500 / EMA8000,0.0
3445,EMA4500 / EMA8100,0.0
3446,EMA4500 / EMA8200,0.0
3447,EMA4500 / EMA8300,0.0
3448,EMA4500 / EMA8400,0.0
3449,EMA4500 / EMA8500,0.0
3450,EMA4500 / EMA8600,0.0
3451,EMA4500 / EMA8700,0.0
3452,EMA4500 / EMA8800,0.0
3453,EMA4500 / EMA8900,0.0
3454,EMA4500 / EMA9000,0.0
3455,EMA4500 / EMA9100,0.0
3456,EMA4500 / EMA9200,0.0
3457,EMA4500 / EMA9300,0.0
3458,EMA4500 / EMA9400,0.0
3459,EMA4500 / EMA9500,0.0
3460,EMA4500 / EMA9600,0.0
3461,EMA4500 / EMA9700,0.0
3462,EMA4500 / EMA9800,0.0
3463,EMA4500 / EMA9900,0.0
3464,EMA4500 / EMA10000,0.0
3465,EMA4600 / EMA4700,0.0
3466,EMA4600 / EMA4800,0.0
3467,EMA4600 / EMA4900,0.0
3468,EMA4600 / EMA5000,0.0
3469,EMA4600 / EMA5100,0.0
3470,EMA4600 / EMA5200,0.0
3471,EMA4600 / EMA5300,0.0
3472,EMA4600 / EMA5400,0.0
3473,EMA4600 / EMA5500,0.0
3474,EMA4600 / EMA5600,0.0
3475,EMA4600 / EMA5700,0.0
3476,EMA4600 / EMA5800,0.0
3477,EMA4600 / EMA5900,0.0
3478,EMA4600 / EMA6000,0.0
3479,EMA4600 / EMA6100,0.0
3480,EMA4600 / EMA6200,0.0
3481,EMA4600 / EMA6300,0.0
3482,EMA4600 / EMA6400,0.0
3483,EMA4600 / EMA6500,0.0
3484,EMA4600 / EMA6600,0.0
3485,EMA4600 / EMA6700,0.0
3486,EMA4600 / EMA6800,0.0
3487,EMA4600 / EMA6900,0.0
3488,EMA4600 / EMA7000,0.0
3489,EMA4600 / EMA7100,0.0
3490,EMA4600 / EMA7200,0.0
3491,EMA4600 / EMA7300,0.0
3492,EMA4600 / EMA7400,0.0
3493,EMA4600 / EMA7500,0.0
3494,EMA4600 / EMA7600,0.0
3495,EMA4600 / EMA7700,0.0
3496,EMA4600 / EMA7800,0.0
3497,EMA4600 / EMA7900,0.0
3498,EMA4600 / EMA8000,0.0
3499,EMA4600 / EMA8100,0.0
3500,EMA4600 / EMA8200,0.0
3501,EMA4600 / EMA8300,0.0
3502,EMA4600 / EMA8400,0.0
3503,EMA4600 / EMA8500,0.0
3504,EMA4600 / EMA8600,0.0
3505,EMA4600 / EMA8700,0.0
3506,EMA4600 / EMA8800,0.0
3507,EMA4600 / EMA8900,0.0
3508,EMA4600 / EMA9000,0.0
3509,EMA4600 / EMA9100,0.0
3510,EMA4600 / EMA9200,0.0
3511,EMA4600 / EMA9300,0.0
3512,EMA4600 / EMA9400,0.0
3513,EMA4600 / EMA9500,0.0
3514,EMA4600 / EMA9600,0.0
3515,EMA4600 / EMA9700,0.0
3516,EMA4600 / EMA9800,0.0
3517,EMA4600 / EMA9900,0.0
3518,EMA4600 / EMA10000,0.0
3519,EMA4700 / EMA4800,0.0
3520,EMA4700 / EMA4900,0.0
3521,EMA4700 / EMA5000,0.0
3522,EMA4700 / EMA5100,0.0
3523,EMA4700 / EMA5200,0.0
3524,EMA4700 / EMA5300,0.0
3525,EMA4700 / EMA5400,0.0
3526,EMA4700 / EMA5500,0.0
3527,EMA4700 / EMA5600,0.0
3528,EMA4700 / EMA5700,0.0
3529,EMA4700 / EMA5800,0.0
3530,EMA4700 / EMA5900,0.0
3531,EMA4700 / EMA6000,0.0
3532,EMA4700 / EMA6100,0.0
3533,EMA4700 / EMA6200,0.0
3534,EMA4700 / EMA6300,0.0
3535,EMA4700 / EMA6400,0.0
3536,EMA4700 / EMA6500,0.0
3537,EMA4700 / EMA6600,0.0
3538,EMA4700 / EMA6700,0.0
3539,EMA4700 / EMA6800,0.0
3540,EMA4700 / EMA6900,0.0
3541,EMA4700 / EMA7000,0.0
3542,EMA4700 / EMA7100,0.0
3543,EMA4700 / EMA7200,0.0
3544,EMA4700 / EMA7300,0.0
3545,EMA4700 / EMA7400,0.0
3546,EMA4700 / EMA7500,0.0
3547,EMA4700 / EMA7600,0.0
3548,EMA4700 / EMA7700,0.0
3549,EMA4700 / EMA7800,0.0
3550,EMA4700 / EMA7900,0.0
3551,EMA4700 / EMA8000,0.0
3552,EMA4700 / EMA8100,0.0
3553,EMA4700 / EMA8200,0.0
3554,EMA4700 / EMA8300,0.0
3555,EMA4700 / EMA8400,0.0
3556,EMA4700 / EMA8500,0.0
3557,EMA4700 / EMA8600,0.0
3558,EMA4700 / EMA8700,0.0
3559,EMA4700 / EMA8800,0.0
3560,EMA4700 / EMA8900,0.0
3561,EMA4700 / EMA9000,0.0
3562,EMA4700 / EMA9100,0.0
3563,EMA4700 / EMA9200,0.0
3564,EMA4700 / EMA9300,0.0
3565,EMA4700 / EMA9400,0.0
3566,EMA4700 / EMA9500,0.0
3567,EMA4700 / EMA9600,0.0
3568,EMA4700 / EMA9700,0.0
3569,EMA4700 / EMA9800,0.0
3570,EMA4700 / EMA9900,0.0
3571,EMA4700 / EMA10000,0.0
3572,EMA4800 / EMA4900,0.0
3573,EMA4800 / EMA5000,0.0
3574,EMA4800 / EMA5100,0.0
3575,EMA4800 / EMA5200,0.0
3576,EMA4800 / EMA5300,0.0
3577,EMA4800 / EMA5400,0.0
3578,EMA4800 / EMA5500,0.0
3579,EMA4800 / EMA5600,0.0
3580,EMA4800 / EMA5700,0.0
3581,EMA4800 / EMA5800,0.0
3582,EMA4800 / EMA5900,0.0
3583,EMA4800 / EMA6000,0.0
3584,EMA4800 / EMA6100,0.0
3585,EMA4800 / EMA6200,0.0
3586,EMA4800 / EMA6300,0.0
3587,EMA4800 / EMA6400,0.0
3588,EMA4800 / EMA6500,0.0
3589,EMA4800 / EMA6600,0.0
3590,EMA4800 / EMA6700,0.0
3591,EMA4800 / EMA6800,0.0
3592,EMA4800 / EMA6900,0.0
3593,EMA4800 / EMA7000,0.0
3594,EMA4800 / EMA7100,0.0
3595,EMA4800 / EMA7200,0.0
3596,EMA4800 / EMA7300,0.0
3597,EMA4800 / EMA7400,0.0
3598,EMA4800 / EMA7500,0.0
3599,EMA4800 / EMA7600,0.0
3600,EMA4800 / EMA7700,0.0
3601,EMA4800 / EMA7800,0.0
3602,EMA4800 / EMA7900,0.0
3603,EMA4800 / EMA8000,0.0
3604,EMA4800 / EMA8100,0.0
3605,EMA4800 / EMA8200,0.0
3606,EMA4800 / EMA8300,0.0
3607,EMA4800 / EMA8400,0.0
3608,EMA4800 / EMA8500,0.0
3609,EMA4800 / EMA8600,0.0
3610,EMA4800 / EMA8700,0.0
3611,EMA4800 / EMA8800,0.0
3612,EMA4800 / EMA8900,0.0
3613,EMA4800 / EMA9000,0.0
3614,EMA4800 / EMA9100,0.0
3615,EMA4800 / EMA9200,0.0
3616,EMA4800 / EMA9300,0.0
3617,EMA4800 / EMA9400,0.0
3618,EMA4800 / EMA9500,0.0
3619,EMA4800 / EMA9600,0.0
3620,EMA4800 / EMA9700,0.0
3621,EMA4800 / EMA9800,0.0
3622,EMA4800 / EMA9900,0.0
3623,EMA4800 / EMA10000,0.0
3624,EMA4900 / EMA5000,0.0
3625,EMA4900 / EMA5100,0.0
3626,EMA4900 / EMA5200,0.0
3627,EMA4900 / EMA5300,0.0
3628,EMA4900 / EMA5400,0.0
3629,EMA4900 / EMA5500,0.0
3630,EMA4900 / EMA5600,0.0
3631,EMA4900 / EMA5700,0.0
3632,EMA4900 / EMA5800,0.0
3633,EMA4900 / EMA5900,0.0
3634,EMA4900 / EMA6000,0.0
3635,EMA4900 / EMA6100,0.0
3636,EMA4900 / EMA6200,0.0
3637,EMA4900 / EMA6300,0.0
3638,EMA4900 / EMA6400,0.0
3639,EMA4900 / EMA6500,0.0
3640,EMA4900 / EMA6600,0.0
3641,EMA4900 / EMA6700,0.0
3642,EMA4900 / EMA6800,0.0
3643,EMA4900 / EMA6900,0.0
3644,EMA4900 / EMA7000,0.0
3645,EMA4900 / EMA7100,0.0
3646,EMA4900 / EMA7200,0.0
3647,EMA4900 / EMA7300,0.0
3648,EMA4900 / EMA7400,0.0
3649,EMA4900 / EMA7500,0.0
3650,EMA4900 / EMA7600,0.0
3651,EMA4900 / EMA7700,0.0
3652,EMA4900 / EMA7800,0.0
3653,EMA4900 / EMA7900,0.0
3654,EMA4900 / EMA8000,0.0
3655,EMA4900 / EMA8100,0.0
3656,EMA4900 / EMA8200,0.0
3657,EMA4900 / EMA8300,0.0
3658,EMA4900 / EMA8400,0.0
3659,EMA4900 / EMA8500,0.0
3660,EMA4900 / EMA8600,0.0
3661,EMA4900 / EMA8700,0.0
3662,EMA4900 / EMA8800,0.0
3663,EMA4900 / EMA8900,0.0
3664,EMA4900 / EMA9000,0.0
3665,EMA4900 / EMA9100,0.0
3666,EMA4900 / EMA9200,0.0
3667,EMA4900 / EMA9300,0.0
3668,EMA4900 / EMA9400,0.0
3669,EMA4900 / EMA9500,0.0
3670,EMA4900 / EMA9600,0.0
3671,EMA4900 / EMA9700,0.0
3672,EMA4900 / EMA9800,0.0
3673,EMA4900 / EMA9900,0.0
3674,EMA4900 / EMA10000,0.0
3675,EMA5000 / EMA5100,0.0
3676,EMA5000 / EMA5200,0.0
3677,EMA5000 / EMA5300,0.0
3678,EMA5000 / EMA5400,0.0
3679,EMA5000 / EMA5500,0.0
3680,EMA5000 / EMA5600,0.0
3681,EMA5000 / EMA5700,0.0
3682,EMA5000 / EMA5800,0.0
3683,EMA5000 / EMA5900,0.0
3684,EMA5000 / EMA6000,0.0
3685,EMA5000 / EMA6100,0.0
3686,EMA5000 / EMA6200,0.0
3687,EMA5000 / EMA6300,0.0
3688,EMA5000 / EMA6400,0.0
3689,EMA5000 / EMA6500,0.0
3690,EMA5000 / EMA6600,0.0
3691,EMA5000 / EMA6700,0.0
3692,EMA5000 / EMA6800,0.0
3693,EMA5000 / EMA6900,0.0
3694,EMA5000 / EMA7000,0.0
3695,EMA5000 / EMA7100,0.0
3696,EMA5000 / EMA7200,0.0
3697,EMA5000 / EMA7300,0.0
3698,EMA5000 / EMA7400,0.0
3699,EMA5000 / EMA7500,0.0
3700,EMA5000 / EMA7600,0.0
3701,EMA5000 / EMA7700,0.0
3702,EMA5000 / EMA7800,0.0
3703,EMA5000 / EMA7900,0.0
3704,EMA5000 / EMA8000,0.0
3705,EMA5000 / EMA8100,0.0
3706,EMA5000 / EMA8200,0.0
3707,EMA5000 / EMA8300,0.0
3708,EMA5000 / EMA8400,0.0
3709,EMA5000 / EMA8500,0.0
3710,EMA5000 / EMA8600,0.0
3711,EMA5000 / EMA8700,0.0
3712,EMA5000 / EMA8800,0.0
3713,EMA5000 / EMA8900,0.0
3714,EMA5000 / EMA9000,0.0
3715,EMA5000 / EMA9100,0.0
3716,EMA5000 / EMA9200,0.0
3717,EMA5000 / EMA9300,0.0
3718,EMA5000 / EMA9400,0.0
3719,EMA5000 / EMA9500,0.0
3720,EMA5000 / EMA9600,0.0
3721,EMA5000 / EMA9700,0.0
3722,EMA5000 / EMA9800,0.0
3723,EMA5000 / EMA9900,0.0
3724,EMA5000 / EMA10000,0.0
3725,EMA5100 / EMA5200,0.0
3726,EMA5100 / EMA5300,0.0
3727,EMA5100 / EMA5400,0.0
3728,EMA5100 / EMA5500,0.0
3729,EMA5100 / EMA5600,0.0
3730,EMA5100 / EMA5700,0.0
3731,EMA5100 / EMA5800,0.0
3732,EMA5100 / EMA5900,0.0
3733,EMA5100 / EMA6000,0.0
3734,EMA5100 / EMA6100,0.0
3735,EMA5100 / EMA6200,0.0
3736,EMA5100 / EMA6300,0.0
3737,EMA5100 / EMA6400,0.0
3738,EMA5100 / EMA6500,0.0
3739,EMA5100 / EMA6600,0.0
3740,EMA5100 / EMA6700,0.0
3741,EMA5100 / EMA6800,0.0
3742,EMA5100 / EMA6900,0.0
3743,EMA5100 / EMA7000,0.0
3744,EMA5100 / EMA7100,0.0
3745,EMA5100 / EMA7200,0.0
3746,EMA5100 / EMA7300,0.0
3747,EMA5100 / EMA7400,0.0
3748,EMA5100 / EMA7500,0.0
3749,EMA5100 / EMA7600,0.0
3750,EMA5100 / EMA7700,0.0
3751,EMA5100 / EMA7800,0.0
3752,EMA5100 / EMA7900,0.0
3753,EMA5100 / EMA8000,0.0
3754,EMA5100 / EMA8100,0.0
3755,EMA5100 / EMA8200,0.0
3756,EMA5100 / EMA8300,0.0
3757,EMA5100 / EMA8400,0.0
3758,EMA5100 / EMA8500,0.0
3759,EMA5100 / EMA8600,0.0
3760,EMA5100 / EMA8700,0.0
3761,EMA5100 / EMA8800,0.0
3762,EMA5100 / EMA8900,0.0
3763,EMA5100 / EMA9000,0.0
3764,EMA5100 / EMA9100,0.0
3765,EMA5100 / EMA9200,0.0
3766,EMA5100 / EMA9300,0.0
3767,EMA5100 / EMA9400,0.0
3768,EMA5100 / EMA9500,0.0
3769,EMA5100 / EMA9600,0.0
3770,EMA5100 / EMA9700,0.0
3771,EMA5100 / EMA9800,0.0
3772,EMA5100 / EMA9900,0.0
3773,EMA5100 / EMA10000,0.0
3774,EMA5200 / EMA5300,0.0
3775,EMA5200 / EMA5400,0.0
3776,EMA5200 / EMA5500,0.0
3777,EMA5200 / EMA5600,0.0
3778,EMA5200 / EMA5700,0.0
3779,EMA5200 / EMA5800,0.0
3780,EMA5200 / EMA5900,0.0
3781,EMA5200 / EMA6000,0.0
3782,EMA5200 / EMA6100,0.0
3783,EMA5200 / EMA6200,0.0
3784,EMA5200 / EMA6300,0.0
3785,EMA5200 / EMA6400,0.0
3786,EMA5200 / EMA6500,0.0
3787,EMA5200 / EMA6600,0.0
3788,EMA5200 / EMA6700,0.0
3789,EMA5200 / EMA6800,0.0
3790,EMA5200 / EMA6900,0.0
3791,EMA5200 / EMA7000,0.0
3792,EMA5200 / EMA7100,0.0
3793,EMA5200 / EMA7200,0.0
3794,EMA5200 / EMA7300,0.0
3795,EMA5200 / EMA7400,0.0
3796,EMA5200 / EMA7500,0.0
3797,EMA5200 / EMA7600,0.0
3798,EMA5200 / EMA7700,0.0
3799,EMA5200 / EMA7800,0.0
3800,EMA5200 / EMA7900,0.0
3801,EMA5200 / EMA8000,0.0
3802,EMA5200 / EMA8100,0.0
3803,EMA5200 / EMA8200,0.0
3804,EMA5200 / EMA8300,0.0
3805,EMA5200 / EMA8400,0.0
3806,EMA5200 / EMA8500,0.0
3807,EMA5200 / EMA8600,0.0
3808,EMA5200 / EMA8700,0.0
3809,EMA5200 / EMA8800,0.0
3810,EMA5200 / EMA8900,0.0
3811,EMA5200 / EMA9000,0.0
3812,EMA5200 / EMA9100,0.0
3813,EMA5200 / EMA9200,0.0
3814,EMA5200 / EMA9300,0.0
3815,EMA5200 / EMA9400,0.0
3816,EMA5200 / EMA9500,0.0
3817,EMA5200 / EMA9600,0.0
3818,EMA5200 / EMA9700,0.0
3819,EMA5200 / EMA9800,0.0
3820,EMA5200 / EMA9900,0.0
3821,EMA5200 / EMA10000,0.0
3822,EMA5300 / EMA5400,0.0
3823,EMA5300 / EMA5500,0.0
3824,EMA5300 / EMA5600,0.0
3825,EMA5300 / EMA5700,0.0
3826,EMA5300 / EMA5800,0.0
3827,EMA5300 / EMA5900,0.0
3828,EMA5300 / EMA6000,0.0
3829,EMA5300 / EMA6100,0.0
3830,EMA5300 / EMA6200,0.0
3831,EMA5300 / EMA6300,0.0
3832,EMA5300 / EMA6400,0.0
3833,EMA5300 / EMA6500,0.0
3834,EMA5300 / EMA6600,0.0
3835,EMA5300 / EMA6700,0.0
3836,EMA5300 / EMA6800,0.0
3837,EMA5300 / EMA6900,0.0
3838,EMA5300 / EMA7000,0.0
3839,EMA5300 / EMA7100,0.0
3840,EMA5300 / EMA7200,0.0
3841,EMA5300 / EMA7300,0.0
3842,EMA5300 / EMA7400,0.0
3843,EMA5300 / EMA7500,0.0
3844,EMA5300 / EMA7600,0.0
3845,EMA5300 / EMA7700,0.0
3846,EMA5300 / EMA7800,0.0
3847,EMA5300 / EMA7900,0.0
3848,EMA5300 / EMA8000,0.0
3849,EMA5300 / EMA8100,0.0
3850,EMA5300 / EMA8200,0.0
3851,EMA5300 / EMA8300,0.0
3852,EMA5300 / EMA8400,0.0
3853,EMA5300 / EMA8500,0.0
3854,EMA5300 / EMA8600,0.0
3855,EMA5300 / EMA8700,0.0
3856,EMA5300 / EMA8800,0.0
3857,EMA5300 / EMA8900,0.0
3858,EMA5300 / EMA9000,0.0
3859,EMA5300 / EMA9100,0.0
3860,EMA5300 / EMA9200,0.0
3861,EMA5300 / EMA9300,0.0
3862,EMA5300 / EMA9400,0.0
3863,EMA5300 / EMA9500,0.0
3864,EMA5300 / EMA9600,0.0
3865,EMA5300 / EMA9700,0.0
3866,EMA5300 / EMA9800,0.0
3867,EMA5300 / EMA9900,0.0
3868,EMA5300 / EMA10000,0.0
3869,EMA5400 / EMA5500,0.0
